negatives
"('P35226', 'O75525')"
"('Q9Y618', 'Q96CW1')"
"('Q9HC77', 'Q13506')"
"('Q9Y6A5', 'Q8N8R5')"
"('Q9BY43', 'P61421')"
"('O15294', 'O14908')"
"('Q13042', 'Q9NZH5')"
"('Q96DZ9', 'Q9UKF7')"
"('Q6PJ21', 'Q14004')"
"('Q96MT4', 'Q6PEX3')"
"('Q15274', 'Q14161')"
"('Q14974', 'Q9Y230')"
"('Q14554', 'Q99750')"
"('Q9NPL8', 'O95168')"
"('Q4G0J3', 'Q15554')"
"('Q5BVD1', 'Q9UN42')"
"('Q7RTV0', 'O75533')"
"('Q5JST6', 'Q9NWU2')"
"('P04629', 'P27448')"
"('Q6UXL0', 'Q9UHF4')"
"('P46782', 'Q8WUY3')"
"('Q9HAT0', 'Q8TBB1')"
"('Q9UBW8', 'P57775')"
"('Q8TCJ0', 'P06733')"
"('O75643', 'P62314')"
"('P49407', 'Q8NH50')"
"('Q01860', 'O14776')"
"('Q99081', 'Q13469')"
"('Q8IWE2', 'Q9BV44')"
"('P17931', 'Q9UIQ6')"
"('Q96HC4', 'P14618')"
"('Q13268', 'P49736')"
"('Q08211', 'Q7KZF4')"
"('Q96HA1', 'Q08379')"
"('O75376', 'P10828')"
"('P31749', 'P25963')"
"('P25445', 'Q99437')"
"('P22695', 'P61026')"
"('P35716', 'P84022')"
"('Q15848', 'O43765')"
"('P04350', 'P08047')"
"('Q86Y39', 'P19404')"
"('P62312', 'Q13107')"
"('Q6V1X1', 'P37108')"
"('Q9H0D6', 'Q96C10')"
"('P41240', 'P49736')"
"('P05386', 'P62241')"
"('Q13620', 'P61313')"
"('P10606', 'Q14525')"
"('P41182', 'Q92793')"
"('P62753', 'Q93034')"
"('P11142', 'Q6P1J9')"
"('P81605', 'Q92905')"
"('Q9Y5K5', 'P05067')"
"('Q6NUK1', 'P12235')"
"('P07992', 'O76064')"
"('Q99871', 'Q86VU5')"
"('P15923', 'Q13562')"
"('Q9BSI4', 'P09104')"
"('Q9P035', 'P34931')"
"('P52701', 'Q9UBS0')"
"('Q9HCU9', 'Q9BXY8')"
"('Q14241', 'Q9NYA3')"
"('Q5SVZ6', 'Q9HBH9')"
"('P13533', 'P46734')"
"('P04637', 'Q96PE2')"
"('Q9BX66', 'Q8IVH8')"
"('P05412', 'Q14152')"
"('P61006', 'Q9P0L0')"
"('Q99962', 'Q13191')"
"('Q00839', 'Q9UI10')"
"('O75051', 'Q9UHK0')"
"('Q9UGI8', 'Q9UBU9')"
"('Q9Y237', 'P34897')"
"('Q92764', 'P61981')"
"('Q9H1P6', 'Q9BYR8')"
"('P01892', 'Q9UBS0')"
"('Q13887', 'Q9GZV5')"
"('Q8IXH7', 'Q9Y241')"
"('Q5XPI4', 'Q9BSL1')"
"('P28702', 'O60244')"
"('P62277', 'Q8TDN6')"
"('Q32P44', 'Q9HC98')"
"('Q9UBU9', 'P52756')"
"('P11047', 'O60749')"
"('Q14999', 'Q13823')"
"('O14788', 'Q86SF2')"
"('P49815', 'Q99750')"
"('O60260', 'P54252')"
"('P24941', 'Q9BWF3')"
"('Q53EQ6', 'P49746')"
"('Q96D09', 'Q99728')"
"('Q01094', 'Q96A56')"
"('Q8TAD8', 'P55081')"
"('Q13352', 'P35609')"
"('Q8TDB6', 'Q460N5')"
"('Q9UQ35', 'O75643')"
"('Q86XR8', 'Q9H0W5')"
"('Q9BXP5', 'P52735')"
"('O14757', 'P63104')"
"('P50222', 'Q15973')"
"('Q8IYU2', 'Q96CV9')"
"('P15923', 'P61927')"
"('Q16617', 'Q9HAV5')"
"('Q9ULK4', 'Q9BUE0')"
"('P07996', 'Q15717')"
"('P49760', 'Q92547')"
"('P36915', 'Q93096')"
"('Q8NGP8', 'O60262')"
"('O75643', 'Q13148')"
"('P30837', 'Q8N806')"
"('Q9NQG5', 'Q6IQ23')"
"('P0CAP1', 'O94762')"
"('Q504Q3', 'P10412')"
"('Q9Y3E0', 'P98194')"
"('Q8WU79', 'O43186')"
"('Q5SW79', 'P63104')"
"('P61978', 'P02751')"
"('P07910', 'P49792')"
"('Q12874', 'P08579')"
"('P62987', 'P48729')"
"('Q8WWY3', 'Q8WTR7')"
"('P0CG38', 'O95684')"
"('Q13568', 'Q9Y618')"
"('Q13148', 'Q16629')"
"('P35226', 'P51531')"
"('P08238', 'Q16584')"
"('Q15154', 'Q16254')"
"('O00746', 'P15531')"
"('Q96KQ7', 'P62807')"
"('Q9BZE0', 'Q96CS7')"
"('Q29983', 'O43908')"
"('P63279', 'P55265')"
"('P52434', 'P62487')"
"('P00519', 'Q6ZUJ8')"
"('Q99459', 'Q03169')"
"('O15078', 'Q9P209')"
"('Q9UHD2', 'Q15025')"
"('Q9NRD1', 'Q96C19')"
"('P40692', 'Q14247')"
"('A8MTJ3', 'P63096')"
"('Q9BW62', 'P68366')"
"('P55209', 'O14980')"
"('P08865', 'Q8N9T8')"
"('Q96FW1', 'P49588')"
"('Q99459', 'O95467')"
"('Q9NR46', 'Q8TCE9')"
"('P14174', 'P07900')"
"('P55899', 'Q9NPC4')"
"('Q13616', 'Q00839')"
"('P42858', 'Q9Y3C7')"
"('P10275', 'O15550')"
"('Q15418', 'Q15349')"
"('O14921', 'P04899')"
"('P54257', 'P47869')"
"('P27105', 'Q9Y277')"
"('Q5J8X5', 'Q92838')"
"('Q9HB19', 'Q8TF65')"
"('O60678', 'P51784')"
"('Q8WZ79', 'P17707')"
"('P17947', 'P43235')"
"('Q9BZQ6', 'P57078')"
"('Q92734', 'P50995')"
"('Q96IK5', 'Q13065')"
"('P33778', 'Q9Y6I4')"
"('Q08257', 'P07437')"
"('Q14653', 'Q92844')"
"('Q9UMX5', 'Q14554')"
"('Q9BYR6', 'Q2WGJ6')"
"('O00716', 'P51153')"
"('Q7L5N1', 'Q9Y620')"
"('Q9NQL9', 'P0CG21')"
"('Q14103', 'Q8IZY2')"
"('O43257', 'Q14451')"
"('Q86UA6', 'Q96FF9')"
"('Q92731', 'O00148')"
"('Q92851', 'Q9UNN5')"
"('Q32MZ4', 'P03372')"
"('Q9P2G9', 'Q9NXV2')"
"('Q9BRX9', 'Q9UQ84')"
"('O75953', 'Q15796')"
"('P62633', 'P39023')"
"('Q13190', 'Q9UNK0')"
"('P60409', 'P17041')"
"('P52597', 'P04637')"
"('P10809', 'P38398')"
"('P32298', 'P49407')"
"('A0AVI4', 'P55036')"
"('Q9Y4K3', 'P60983')"
"('P49715', 'Q9HD15')"
"('P25116', 'P63218')"
"('Q96RP9', 'O75489')"
"('P09651', 'P21333')"
"('O00308', 'Q96G27')"
"('P61956', 'Q9UJU2')"
"('Q9UKT8', 'Q5MJ09')"
"('Q96CV9', 'Q9UM54')"
"('Q00535', 'P49023')"
"('Q8IUD2', 'Q7Z7A1')"
"('Q9UM00', 'Q00325')"
"('Q16288', 'P19174')"
"('Q96E22', 'Q9H7T3')"
"('P13686', 'P11021')"
"('Q07065', 'Q15717')"
"('Q13084', 'P26373')"
"('Q15742', 'Q96EZ8')"
"('Q69YQ0', 'P47755')"
"('Q9Y328', 'O14718')"
"('Q96B02', 'O60291')"
"('P14625', 'Q9Y6K9')"
"('Q96EV8', 'A1L3X0')"
"('Q9BUQ8', 'Q9UBB9')"
"('P25786', 'Q969U7')"
"('P50613', 'P46527')"
"('Q02556', 'Q13133')"
"('Q9NVN8', 'Q6NT76')"
"('P08779', 'P52272')"
"('Q07866', 'Q9UQF2')"
"('P54278', 'Q9Y678')"
"('O96017', 'O15355')"
"('O14802', 'P51532')"
"('Q9UKV3', 'O75531')"
"('O43299', 'O75360')"
"('O15067', 'Q9BUL8')"
"('Q99569', 'Q8TBB1')"
"('Q01860', 'Q6UVJ0')"
"('Q9BYX2', 'Q9UHC1')"
"('Q8TF39', 'P17028')"
"('P09914', 'Q13310')"
"('P41252', 'Q9NXH9')"
"('Q14088', 'Q8IUQ4')"
"('P51884', 'P50281')"
"('Q9P1F3', 'Q14203')"
"('O60543', 'Q96AQ7')"
"('Q96LA8', 'Q12800')"
"('Q9UBU9', 'P21266')"
"('Q9NWV8', 'Q9H4E7')"
"('O43482', 'O60504')"
"('Q06187', 'O00206')"
"('Q8IYX7', 'P46108')"
"('O14979', 'P51991')"
"('Q9NZC7', 'Q9NSV4')"
"('Q9UNF1', 'O43164')"
"('P54760', 'Q8N428')"
"('Q9P2W3', 'Q00722')"
"('Q9BV40', 'P38606')"
"('Q00796', 'Q92508')"
"('P04629', 'Q13283')"
"('P14136', 'Q8WWB5')"
"('P49407', 'Q8NG84')"
"('O15265', 'P54725')"
"('P32121', 'A6NIJ9')"
"('P38159', 'Q96PU8')"
"('O75147', 'P62805')"
"('Q8NE18', 'P04279')"
"('Q9Y5Q8', 'Q9BPW8')"
"('Q8WUM9', 'O95999')"
"('Q99933', 'Q66K79')"
"('Q13227', 'Q9NWU2')"
"('O75153', 'P33991')"
"('Q8N6F8', 'P09234')"
"('Q99798', 'Q9H1Y0')"
"('P68104', 'Q8TF21')"
"('Q38SD2', 'O15357')"
"('Q5PSV4', 'P40425')"
"('P48023', 'Q9UKS6')"
"('Q6NYC8', 'Q14103')"
"('Q9UHD9', 'P42858')"
"('P52736', 'P42858')"
"('Q8NGV6', 'Q9P2W3')"
"('P63208', 'Q16589')"
"('O75925', 'P40763')"
"('Q9H0R8', 'P26641')"
"('Q86VP6', 'Q9H9G7')"
"('P50914', 'P03372')"
"('Q92481', 'Q9H270')"
"('Q71U36', 'Q14244')"
"('P55317', 'O00469')"
"('Q96HE9', 'Q96K58')"
"('P25205', 'Q8N653')"
"('Q9HCU9', 'Q01094')"
"('P83731', 'Q13177')"
"('Q96RY5', 'Q96A08')"
"('Q8TE76', 'Q9P2P5')"
"('Q6P1J9', 'Q8NDD1')"
"('Q92633', 'Q96N66')"
"('Q02878', 'P36578')"
"('P61163', 'P30480')"
"('Q9Y3C6', 'P15884')"
"('Q13315', 'Q9NZQ7')"
"('Q9H444', 'Q9UQE7')"
"('P30480', 'P22061')"
"('P84098', 'Q15843')"
"('Q9HC98', 'Q0VD86')"
"('Q13416', 'Q9Y5S9')"
"('Q6P5W5', 'Q6NUT3')"
"('Q96SY0', 'P30153')"
"('Q16666', 'P24928')"
"('Q14254', 'O75787')"
"('P13501', 'P32248')"
"('Q9Y5Q3', 'P26367')"
"('Q03135', 'Q16647')"
"('Q96RG2', 'O43747')"
"('O15162', 'P29590')"
"('P51532', 'P35226')"
"('Q14207', 'Q9C0B0')"
"('P49815', 'P14635')"
"('Q13643', 'Q96RN5')"
"('O00231', 'Q8NI22')"
"('Q9HC84', 'P02808')"
"('Q8IWJ2', 'Q13563')"
"('P49407', 'Q8NGY9')"
"('Q9UKL0', 'Q9UGL1')"
"('P15172', 'P14373')"
"('P53350', 'P25786')"
"('O95714', 'O15078')"
"('P51812', 'P16220')"
"('Q13409', 'P68371')"
"('Q9NQX4', 'P09497')"
"('O43390', 'Q9Y6G3')"
"('Q9C0H6', 'Q8WVJ2')"
"('Q15276', 'P24385')"
"('P68431', 'O95863')"
"('P48552', 'Q9Y6K1')"
"('Q13501', 'Q16539')"
"('Q9H492', 'P17252')"
"('Q9H9A5', 'Q9Y2M5')"
"('Q9BQB6', 'Q15417')"
"('P50053', 'Q9NQ69')"
"('O00743', 'Q08AM6')"
"('Q9UBI6', 'Q14240')"
"('Q14457', 'Q96EE3')"
"('Q7Z6Z7', 'Q7L2H7')"
"('P53041', 'O43318')"
"('P00387', 'P10451')"
"('O43294', 'P37173')"
"('Q12929', 'O15084')"
"('O00567', 'Q9BQE6')"
"('Q53G59', 'Q6TFL4')"
"('Q00987', 'Q9Y3T9')"
"('P46778', 'P62750')"
"('P53365', 'Q96EV8')"
"('Q9NR30', 'P62266')"
"('Q86YD7', 'P05067')"
"('O75718', 'Q9NR46')"
"('Q15631', 'O60749')"
"('Q9P104', 'Q8TAK6')"
"('P48431', 'Q9H1A4')"
"('O95817', 'Q96B54')"
"('P16871', 'P02647')"
"('P47887', 'P38405')"
"('Q9NP66', 'Q9NUJ3')"
"('P21912', 'P46940')"
"('P05412', 'Q96BD5')"
"('O14980', 'O60566')"
"('Q8IYB1', 'P12830')"
"('P63092', 'Q96CV9')"
"('P15374', 'P04179')"
"('P48730', 'O15516')"
"('P06400', 'P38398')"
"('P52735', 'P78371')"
"('P62328', 'Q9ULX6')"
"('Q3LI66', 'A5D8V6')"
"('P33552', 'Q13309')"
"('O60244', 'Q9Y3C7')"
"('P62191', 'Q9H1Y0')"
"('Q12778', 'Q8NHY2')"
"('Q14697', 'Q9UH62')"
"('P37275', 'O15105')"
"('Q04721', 'Q8IZL2')"
"('P30793', 'O15131')"
"('Q15717', 'Q7Z4S6')"
"('P55211', 'P55072')"
"('P02751', 'Q16665')"
"('Q86Y13', 'Q8TBK6')"
"('Q6PJG6', 'Q09161')"
"('Q9Y242', 'O75031')"
"('Q8WU90', 'P15735')"
"('P43632', 'P13746')"
"('Q99956', 'Q99853')"
"('P38919', 'P61313')"
"('P14866', 'Q5VWX1')"
"('Q9NV56', 'Q9Y605')"
"('Q8TCG1', 'Q92597')"
"('Q16659', 'P62987')"
"('P05412', 'P28347')"
"('O95678', 'Q9BYV2')"
"('P62244', 'P31947')"
"('P25205', 'Q9P2S5')"
"('O43301', 'Q96MM6')"
"('Q8WUM4', 'Q96J02')"
"('Q9NPI1', 'Q16363')"
"('Q15365', 'Q92620')"
"('P01889', 'P60900')"
"('P04626', 'Q6S5L8')"
"('Q9HA92', 'P49916')"
"('Q4LEZ3', 'Q2M2I5')"
"('Q13287', 'O00463')"
"('Q9UBN7', 'P49023')"
"('O75381', 'Q8NFH5')"
"('Q8TAU3', 'O43609')"
"('Q9UKN8', 'P20226')"
"('P13612', 'Q8WWM7')"
"('O95070', 'O75956')"
"('P62079', 'Q2TAA5')"
"('P05787', 'Q02156')"
"('Q8WY64', 'Q9UN19')"
"('O95990', 'Q12933')"
"('P31946', 'Q96SB4')"
"('Q13541', 'P34897')"
"('P05067', 'Q15831')"
"('Q6NUJ2', 'Q63HR2')"
"('Q07817', 'Q14457')"
"('P42766', 'P61244')"
"('Q9BSH3', 'Q8NI38')"
"('P36873', 'P21333')"
"('O60858', 'Q13936')"
"('Q13535', 'P02545')"
"('P40313', 'Q969F0')"
"('Q86TS9', 'Q13405')"
"('Q14164', 'P37108')"
"('O60493', 'P13612')"
"('Q9Y5J6', 'P62072')"
"('P17931', 'P42167')"
"('O15498', 'Q9NYM9')"
"('Q9BQ66', 'Q08E93')"
"('Q15040', 'O00303')"
"('P86481', 'P59797')"
"('P26371', 'Q9H9D4')"
"('P11802', 'P55072')"
"('Q15276', 'P57058')"
"('Q14344', 'P37288')"
"('P51148', 'P13612')"
"('Q9H0C5', 'Q16401')"
"('Q9NVR5', 'P60880')"
"('P0DI82', 'P06733')"
"('Q9BXR5', 'P29350')"
"('P07948', 'O60603')"
"('Q9Y3A3', 'Q96GD3')"
"('O75439', 'Q96D53')"
"('Q96LK0', 'Q92997')"
"('P21980', 'P27348')"
"('Q93034', 'P30050')"
"('P12035', 'Q6ZUJ4')"
"('Q8N4S0', 'P40337')"
"('O96013', 'P15153')"
"('P57075', 'Q6A162')"
"('Q8N6P7', 'P40763')"
"('Q9UBU9', 'Q9NY26')"
"('Q08722', 'P63096')"
"('P43307', 'P48643')"
"('P17066', 'P11021')"
"('Q5MJ70', 'Q13309')"
"('P12931', 'O00329')"
"('Q13352', 'P60709')"
"('P10914', 'Q14790')"
"('Q8NHW5', 'P50914')"
"('Q6ZU80', 'Q4AC94')"
"('O14949', 'Q9H9B4')"
"('P36954', 'P38398')"
"('P35080', 'P68133')"
"('Q7Z7A1', 'P33981')"
"('Q9BRK4', 'Q8N5M1')"
"('Q8NDP4', 'Q6A162')"
"('P50395', 'P20339')"
"('Q08379', 'Q9NS91')"
"('Q9Y232', 'O60684')"
"('P09382', 'P49736')"
"('Q9NQX4', 'P00558')"
"('Q9NS73', 'Q9Y2I6')"
"('O00560', 'Q03393')"
"('Q86UR5', 'Q04917')"
"('P62917', 'Q9NVP1')"
"('Q9Y5J5', 'Q6UB35')"
"('Q8TCB6', 'Q9P2W3')"
"('P50222', 'Q9H1Y0')"
"('Q92826', 'Q99496')"
"('P46379', 'Q5T447')"
"('Q92925', 'Q9H9P5')"
"('Q04206', 'P21675')"
"('Q68CZ1', 'Q86UW6')"
"('Q9P2D1', 'Q9BXA9')"
"('Q9NZZ3', 'Q9GZN1')"
"('Q76N32', 'Q13616')"
"('O00400', 'Q04912')"
"('Q9Y2A7', 'Q9NRC8')"
"('Q9HAV4', 'P78396')"
"('Q13435', 'Q01081')"
"('Q14978', 'A6NI56')"
"('P52272', 'P34897')"
"('P35626', 'Q8NGV0')"
"('P38936', 'P06400')"
"('Q9Y297', 'Q9Y2T1')"
"('Q9NX36', 'Q9ULZ3')"
"('Q9NZJ0', 'Q8N4J0')"
"('Q99469', 'Q7Z3S9')"
"('P52272', 'P25791')"
"('Q8NI27', 'Q9NPJ6')"
"('Q14533', 'P19012')"
"('Q9Y277', 'O00217')"
"('Q14145', 'Q6UVJ0')"
"('Q96RU7', 'Q8WUN7')"
"('Q6NT76', 'Q9H832')"
"('O43865', 'P61513')"
"('Q6ZRI6', 'Q8IV13')"
"('Q5U5X0', 'Q9H1K1')"
"('Q9BUZ4', 'Q9NPH2')"
"('P17987', 'P49368')"
"('Q9H0W5', 'P34932')"
"('Q9P0U1', 'Q9NS69')"
"('P23381', 'O95302')"
"('Q9NQ50', 'Q9BYD2')"
"('P03956', 'P17676')"
"('O14965', 'Q9UJU2')"
"('P00558', 'P42765')"
"('P22612', 'A6NKK0')"
"('P40855', 'Q15008')"
"('Q07157', 'Q13769')"
"('Q6ICG6', 'Q14191')"
"('O00506', 'Q9BSQ5')"
"('Q9NRM7', 'Q12769')"
"('Q8NEN9', 'Q7KYR7')"
"('P05067', 'Q9BXA6')"
"('O43592', 'Q16790')"
"('O14770', 'P08047')"
"('P54317', 'Q7L014')"
"('P30281', 'P62136')"
"('Q16666', 'Q15061')"
"('Q9BX10', 'O00716')"
"('O95429', 'O95872')"
"('Q5TBC7', 'O75360')"
"('P42566', 'P21579')"
"('P23508', 'Q1A5X7')"
"('Q9UJX2', 'Q96GM5')"
"('P00533', 'Q8WV24')"
"('P46379', 'P06865')"
"('Q9UI09', 'O43674')"
"('O43395', 'Q15019')"
"('P50222', 'P15863')"
"('Q9BWM7', 'Q9HCE1')"
"('Q9H2A9', 'P58557')"
"('P51571', 'Q9H0U3')"
"('Q99501', 'Q9NTZ6')"
"('Q8IWL3', 'O00330')"
"('Q9Y223', 'Q06546')"
"('P52198', 'Q9NQU5')"
"('Q96R06', 'Q86Y33')"
"('Q00535', 'Q05397')"
"('P14923', 'Q02487')"
"('Q00005', 'P62955')"
"('P01833', 'Q659A1')"
"('Q15008', 'Q9Y3C5')"
"('P49418', 'Q9UHK0')"
"('Q15785', 'Q15942')"
"('P57771', 'P07550')"
"('P22695', 'P08238')"
"('Q53HC9', 'Q9ULM3')"
"('P00491', 'Q9Y3A5')"
"('P62714', 'P04083')"
"('Q8TEH3', 'Q9ULR3')"
"('P15291', 'P62079')"
"('Q14012', 'O43432')"
"('P60900', 'Q9Y478')"
"('Q5T3I0', 'Q9Y3Z3')"
"('P16885', 'Q05655')"
"('Q8N423', 'P16188')"
"('Q6NUJ2', 'Q16348')"
"('P53778', 'Q6JBY9')"
"('P12931', 'Q9H7P9')"
"('Q13077', 'Q6PF18')"
"('P13569', 'P53618')"
"('P04004', 'Q92905')"
"('P53384', 'Q12904')"
"('Q14511', 'P42336')"
"('Q8IZJ0', 'Q9HC73')"
"('Q6RW13', 'Q9HB07')"
"('P49407', 'Q04917')"
"('Q8IWV8', 'Q04323')"
"('P29459', 'P10912')"
"('Q86T24', 'Q96ES7')"
"('O43175', 'Q16659')"
"('P48047', 'P19320')"
"('P36404', 'Q8WZ55')"
"('Q09161', 'P09651')"
"('Q8NFJ9', 'Q9NQ48')"
"('Q9BUZ4', 'Q9P0T4')"
"('Q99496', 'Q16644')"
"('Q13630', 'O14908')"
"('Q13064', 'Q6PF18')"
"('P43355', 'P40426')"
"('Q7L0Q8', 'Q9H2B4')"
"('O75569', 'Q16666')"
"('P62979', 'Q9H492')"
"('O60341', 'Q13829')"
"('P55854', 'Q9P0U3')"
"('P51991', 'Q9Y6E0')"
"('O15514', 'P24928')"
"('P34741', 'Q15717')"
"('O15145', 'Q08379')"
"('P00533', 'O00443')"
"('Q9NSB4', 'O75147')"
"('Q15323', 'O60243')"
"('P45880', 'P56385')"
"('Q562F6', 'O14958')"
"('P78362', 'P10909')"
"('Q92569', 'Q15046')"
"('Q8ND30', 'Q99816')"
"('Q9UPE1', 'O60508')"
"('P13612', 'P62306')"
"('Q9BZE1', 'Q4U2R6')"
"('Q8NCN4', 'P51965')"
"('P17858', 'P19320')"
"('Q9HCE7', 'P13639')"
"('P05067', 'Q53F19')"
"('Q71UI9', 'P18146')"
"('Q92752', 'Q8TCE9')"
"('O00231', 'Q13131')"
"('Q9H5V7', 'Q13422')"
"('Q99750', 'O75427')"
"('Q86V81', 'Q9GZZ9')"
"('P50150', 'P04049')"
"('P46937', 'Q9Y4L1')"
"('O95704', 'O15530')"
"('Q15047', 'Q6NZ67')"
"('P49407', 'O60431')"
"('P04637', 'Q9H0W5')"
"('P51449', 'P17844')"
"('P16871', 'P68371')"
"('Q08170', 'Q8IUC6')"
"('Q9BQ04', 'Q96K80')"
"('O94927', 'Q9BT25')"
"('Q9H0U6', 'P36578')"
"('Q9BQ95', 'Q8IWR1')"
"('P51571', 'O95292')"
"('P62891', 'P68431')"
"('O60814', 'Q05655')"
"('Q9UPW6', 'P43363')"
"('Q9P0N5', 'O15126')"
"('Q14790', 'Q8WUI4')"
"('P35225', 'P14784')"
"('P60709', 'P25490')"
"('Q13158', 'P45983')"
"('P40429', 'Q8NBJ4')"
"('Q8IZP0', 'Q14247')"
"('Q53G59', 'Q8IVS8')"
"('O75340', 'P78318')"
"('Q6ZNA4', 'O00463')"
"('Q9NRD1', 'Q9UN37')"
"('Q6WN34', 'P08476')"
"('Q6AI39', 'Q96GM5')"
"('P56182', 'P68104')"
"('Q13309', 'P50616')"
"('Q9Y5M8', 'Q13418')"
"('O00541', 'Q02543')"
"('Q15554', 'Q9UQ35')"
"('Q8N2S1', 'P01857')"
"('P55795', 'P43243')"
"('Q8IUQ4', 'Q8WW36')"
"('Q15717', 'Q6E0U4')"
"('Q6PCD5', 'P04637')"
"('P09651', 'P07900')"
"('P09936', 'Q969Q1')"
"('P24928', 'A0JLT2')"
"('Q8TAP6', 'O43303')"
"('Q9UBU9', 'Q96QK1')"
"('P61289', 'Q8TEW0')"
"('Q9UI36', 'Q13427')"
"('P61081', 'Q15843')"
"('Q3L8U1', 'P19793')"
"('P11388', 'Q06587')"
"('P41182', 'P28908')"
"('O94941', 'Q9BWF2')"
"('Q16678', 'Q9UBE0')"
"('Q9BUJ0', 'Q9NPC4')"
"('P61165', 'Q9P0B6')"
"('Q9NP66', 'Q9UNN4')"
"('P17612', 'Q7Z7A1')"
"('P27986', 'Q08499')"
"('Q13620', 'Q5JU67')"
"('Q9P2K3', 'Q7Z6G3')"
"('Q8N9B8', 'Q07890')"
"('Q9Y3E7', 'Q70EL1')"
"('Q9H160', 'Q16576')"
"('P42771', 'Q7L590')"
"('P60174', 'P29401')"
"('Q13526', 'P36578')"
"('P05412', 'P54652')"
"('Q8WTR2', 'Q15717')"
"('P49736', 'Q96BW5')"
"('O60504', 'Q9NV31')"
"('Q9HAN9', 'P57059')"
"('Q16649', 'P16220')"
"('P24592', 'Q9NRR5')"
"('P35219', 'Q14571')"
"('P51148', 'Q9Y3E0')"
"('Q96CN7', 'O15067')"
"('Q9Y5A9', 'P09651')"
"('P62857', 'P63173')"
"('Q8N9E0', 'P36406')"
"('Q96QV6', 'Q13547')"
"('Q9NTK1', 'Q15834')"
"('P49792', 'P55854')"
"('Q96JQ0', 'O15519')"
"('P52907', 'Q9Y6K9')"
"('O14775', 'P05067')"
"('Q14012', 'P56524')"
"('P62753', 'Q9Y2X3')"
"('Q96GG9', 'Q9Y4A5')"
"('Q15257', 'Q99832')"
"('O60674', 'P16471')"
"('P27482', 'Q9UEU0')"
"('Q9UI30', 'Q96BT7')"
"('O75376', 'Q9Y6Q9')"
"('P35232', 'Q8IUD2')"
"('Q04743', 'Q9UNN4')"
"('Q6FI81', 'P12830')"
"('P09619', 'P46108')"
"('O43252', 'Q24JP5')"
"('Q9Y3A3', 'P50990')"
"('A0FGR8', 'Q8TD08')"
"('Q9Y6B2', 'O95613')"
"('Q13177', 'Q86YV6')"
"('P60174', 'Q9H0W5')"
"('P60604', 'O60291')"
"('Q9BXM7', 'P07900')"
"('P22612', 'Q8NGJ1')"
"('Q92915', 'Q02763')"
"('Q8NBJ4', 'Q3MHD2')"
"('P60409', 'P41222')"
"('P17812', 'Q96PZ0')"
"('Q9P2G9', 'P08621')"
"('Q15233', 'P15927')"
"('P62249', 'O60260')"
"('Q07817', 'P55211')"
"('P55318', 'Q96I24')"
"('Q9UGY1', 'Q96GQ7')"
"('P68366', 'Q9H853')"
"('P15884', 'P15923')"
"('Q9NVK5', 'P28331')"
"('P35637', 'O75937')"
"('P21580', 'O00220')"
"('Q13683', 'P63261')"
"('Q13618', 'Q13427')"
"('O00629', 'O00505')"
"('Q68CZ6', 'Q8N0Z3')"
"('P06454', 'P05412')"
"('P62807', 'Q9NZZ3')"
"('Q02543', 'P46778')"
"('Q9H553', 'Q03518')"
"('Q9HBM1', 'Q9C0C2')"
"('Q14498', 'Q15910')"
"('Q8WW38', 'P15976')"
"('Q13469', 'Q92925')"
"('P42771', 'Q13617')"
"('Q16864', 'Q16531')"
"('P62993', 'P25106')"
"('Q9NX45', 'Q8IYF1')"
"('Q8WUD1', 'Q15717')"
"('O60216', 'Q99613')"
"('Q9Y6K9', 'P07741')"
"('P13645', 'P31947')"
"('Q96IK5', 'O75342')"
"('Q9H0U3', 'Q96GX1')"
"('O43242', 'Q9Y2Z0')"
"('P50990', 'Q3KNV8')"
"('Q13315', 'Q9H3D4')"
"('Q9H0I2', 'Q8ND90')"
"('P35637', 'P84996')"
"('Q9H0A0', 'Q13618')"
"('Q92621', 'P02751')"
"('P22612', 'P25963')"
"('P05362', 'Q71DI3')"
"('Q9UQM7', 'Q01970')"
"('Q6N021', 'Q04917')"
"('P09661', 'Q9Y2K1')"
"('Q9Y6Y0', 'Q9Y383')"
"('P41182', 'O14641')"
"('P15153', 'O96013')"
"('Q0D2I5', 'Q9UN30')"
"('P78318', 'Q92783')"
"('O95297', 'Q9NQX4')"
"('P33993', 'Q7L4I2')"
"('P52732', 'Q9BTU6')"
"('Q99741', 'P38936')"
"('P08238', 'Q02156')"
"('P60866', 'P49207')"
"('O75674', 'Q99933')"
"('Q96I51', 'O95900')"
"('Q9Y6Q9', 'P49639')"
"('Q13144', 'O75558')"
"('Q9BUF5', 'P19320')"
"('P62191', 'P05412')"
"('Q14151', 'O00159')"
"('Q05639', 'O95602')"
"('Q8IXM3', 'Q9BYD2')"
"('Q5VT06', 'Q03181')"
"('O95630', 'O43633')"
"('Q99853', 'O14981')"
"('Q12873', 'P55055')"
"('Q9BTY7', 'P21246')"
"('Q5QJE6', 'Q9NRD5')"
"('Q9P2L0', 'Q15287')"
"('O43683', 'P49336')"
"('P19532', 'O00716')"
"('P61764', 'P48039')"
"('O14964', 'P52272')"
"('Q8IYF1', 'O94972')"
"('Q9NRD5', 'Q3SY00')"
"('P84103', 'Q7L2J0')"
"('P00441', 'Q9Y6Z7')"
"('P05129', 'O43889')"
"('P0C1H6', 'Q96DB2')"
"('O14893', 'Q08211')"
"('Q13077', 'Q12756')"
