negatives
"('P51693', 'Q99547')"
"('Q8WXD5', 'P62316')"
"('Q00653', 'P08238')"
"('Q9H1Y0', 'P21266')"
"('P31749', 'O15169')"
"('P01375', 'O15111')"
"('Q8IYB7', 'P08670')"
"('P78324', 'P05556')"
"('Q92913', 'P21802')"
"('P35240', 'Q8N878')"
"('P51149', 'P40337')"
"('Q9UJX3', 'Q99459')"
"('P61604', 'O15131')"
"('Q70Z53', 'Q9NX46')"
"('P40337', 'P07237')"
"('P05091', 'Q9NTG7')"
"('Q14980', 'Q9UM73')"
"('Q92769', 'Q9UK53')"
"('Q9HC77', 'P42229')"
"('Q9NZ42', 'Q92542')"
"('P05771', 'P17931')"
"('P41567', 'B5ME19')"
"('P43405', 'P21854')"
"('O75581', 'P49841')"
"('Q9UBB5', 'Q13330')"
"('O94856', 'Q12860')"
"('O75298', 'P18146')"
"('P51812', 'P03372')"
"('P18754', 'Q13107')"
"('Q16643', 'Q9Y572')"
"('P63104', 'P10809')"
"('Q14515', 'P04156')"
"('Q00653', 'P01569')"
"('Q13315', 'Q9H9B1')"
"('P08865', 'P42677')"
"('Q8NGV7', 'P38405')"
"('P29401', 'P40337')"
"('Q93077', 'Q9UKV0')"
"('Q14831', 'P04899')"
"('P08047', 'Q99988')"
"('P04350', 'Q99759')"
"('Q15759', 'P05412')"
"('O95251', 'P33993')"
"('Q13315', 'Q15554')"
"('Q9H8Y8', 'P50281')"
"('Q9NQW1', 'Q15436')"
"('Q5UIP0', 'Q96E14')"
"('P01567', 'P16471')"
"('A0JLT2', 'O00571')"
"('P62805', 'Q15047')"
"('Q53ET0', 'P31749')"
"('P25490', 'Q92769')"
"('P29317', 'Q6S5L8')"
"('Q9NPF7', 'Q14627')"
"('P13987', 'P62316')"
"('P31947', 'Q86W92')"
"('O00459', 'Q9Y6Q6')"
"('P23229', 'Q9HBI0')"
"('Q15389', 'P10721')"
"('P07910', 'Q13242')"
"('P14770', 'P46108')"
"('P23193', 'Q6P1J9')"
"('Q8NEZ4', 'Q15714')"
"('Q8IWZ3', 'Q5VSL9')"
"('Q92963', 'P21246')"
"('Q96JH8', 'Q03135')"
"('P62269', 'P62701')"
"('O43676', 'O95168')"
"('Q15025', 'P19838')"
"('P02452', 'P09486')"
"('P55884', 'O00571')"
"('O95500', 'C9JDP6')"
"('Q9H492', 'Q14151')"
"('Q9Y6K9', 'P06576')"
"('Q99570', 'Q9Y6G3')"
"('O75347', 'Q9Y4K3')"
"('Q9NQC3', 'Q8WWV3')"
"('Q13164', 'Q15349')"
"('Q6P2Q9', 'P52756')"
"('Q9UKY1', 'P24522')"
"('P28066', 'Q14696')"
"('Q14152', 'P41091')"
"('Q9H4L7', 'P01106')"
"('P15018', 'P15509')"
"('Q9Y644', 'P46531')"
"('Q12996', 'Q16630')"
"('Q13098', 'P38936')"
"('P13164', 'P60033')"
"('Q13936', 'O60641')"
"('P06213', 'P27361')"
"('Q13077', 'Q9NS68')"
"('Q8NCD3', 'Q16891')"
"('O43617', 'Q9Y2L5')"
"('Q13885', 'Q9BQE3')"
"('Q99459', 'O75676')"
"('Q13177', 'Q02750')"
"('Q96PU8', 'Q99504')"
"('O43318', 'Q9BYM8')"
"('O95816', 'Q15653')"
"('P46779', 'O00442')"
"('P42858', 'O14776')"
"('P37173', 'Q12841')"
"('Q12834', 'Q9UJX4')"
"('Q92901', 'P62888')"
"('Q96HC4', 'P62829')"
"('P05106', 'Q06124')"
"('Q07955', 'P49759')"
"('P35222', 'Q9Y3R0')"
"('O14641', 'Q9UNA4')"
"('P63261', 'Q9UHV8')"
"('P11388', 'O14980')"
"('Q92731', 'P08047')"
"('P55268', 'P05106')"
"('Q9NX55', 'Q8IXH7')"
"('P49767', 'P04626')"
"('Q13043', 'P02686')"
"('P04637', 'O00767')"
"('Q9ULL8', 'Q07157')"
"('Q8N5C8', 'Q9UHD2')"
"('51639', 'Q15428')"
"('Q14160', 'Q14155')"
"('P61978', 'O75937')"
"('P33316', 'Q96BK5')"
"('P28360', 'P21675')"
"('Q5EG05', 'P29466')"
"('Q15435', 'Q13522')"
"('O43181', 'O75380')"
"('Q14005', 'O95967')"
"('P58107', 'Q2M3C7')"
"('P35680', 'Q13547')"
"('407018', 'O00628')"
"('Q8TBC4', 'Q13564')"
"('P08107', 'O14776')"
"('P18084', 'P50552')"
"('P07355', 'P30480')"
"('Q16637', 'O95865')"
"('Q15149', 'Q15714')"
"('P32121', 'Q9UKL2')"
"('O15524', 'P26951')"
"('P02763', 'P17931')"
"('O75674', 'Q15075')"
"('Q92917', 'O60231')"
"('Q99962', 'P01871')"
"('P62993', 'P12268')"
"('P35367', 'O95837')"
"('P54105', 'Q14240')"
"('Q8TEM1', 'P35658')"
"('P10644', 'Q99435')"
"('Q01995', 'O14908')"
"('P60953', 'P04181')"
"('Q99459', 'Q9H1A4')"
"('Q16270', 'Q9Y5Y6')"
"('Q9NPI5', 'P21673')"
"('Q09472', 'Q13952')"
"('Q96BD5', 'O60341')"
"('P30153', 'P62955')"
"('P04626', 'P51813')"
"('Q14814', 'P27348')"
"('Q96KM6', 'Q9Y283')"
"('A6NM45', 'O95832')"
"('Q92547', 'O75419')"
"('P17612', 'Q08828')"
"('Q9Y2H5', 'Q9HAU0')"
"('Q71U36', 'P10144')"
"('P29353', 'Q13480')"
"('P60520', 'Q00005')"
"('Q9Y6R4', 'Q96B97')"
"('Q96G23', 'Q9BUV8')"
"('P35609', 'P23229')"
"('P67775', 'P54289')"
"('P04275', 'P14770')"
"('Q96S55', 'Q9NS91')"
"('P68133', 'P35221')"
"('P27361', 'P14415')"
"('Q9Y6K1', 'P01106')"
"('P42336', 'P05026')"
"('Q99459', 'P15924')"
"('Q7Z6L1', 'Q676U5')"
"('P63010', 'P00533')"
"('P09874', 'Q14191')"
"('P16104', 'O76064')"
"('P01889', 'Q9Y235')"
"('P07910', 'Q8IYB3')"
"('P07948', 'Q07666')"
"('P11532', 'Q13425')"
"('P11362', 'P98077')"
"('P21333', 'P63252')"
"('P16403', 'Q96HA7')"
"('Q00610', 'Q9H492')"
"('Q99759', 'Q92600')"
"('P46940', 'P63261')"
"('O43913', 'P42771')"
"('Q14CB8', 'P60953')"
"('P17844', 'P35222')"
"('O43683', 'Q562F6')"
"('P50053', 'P61626')"
"('Q09472', 'P63279')"
"('P01106', 'Q9UIL8')"
"('P21796', 'P12236')"
"('P28702', 'O60244')"
"('Q9BYC9', 'P47756')"
"('P21246', 'Q9UGL9')"
"('P0CG48', 'Q92547')"
"('Q15653', 'P18077')"
"('Q9Y534', 'P27986')"
"('P51817', 'Q05397')"
"('Q92759', 'Q6ZYL4')"
"('Q96RK0', 'P67870')"
"('O94916', 'P07900')"
"('P62993', 'Q9Y2X7')"
"('Q16539', 'Q9NQU5')"
"('Q14164', 'P09661')"
"('O75643', 'P61981')"
"('Q9Y6M9', 'P03901')"
"('P54252', 'P29466')"
"('Q86Y56', 'Q9Y5V3')"
"('Q9UHB6', 'P63104')"
"('P18084', 'Q12929')"
"('P12931', 'Q96NS5')"
"('P60866', 'P08708')"
"('P20073', 'Q8TF32')"
"('P62993', 'O15357')"
"('Q02241', 'P31947')"
"('Q9UL18', 'Q96EY7')"
"('Q13501', 'P60520')"
"('P35240', 'O14745')"
"('P83916', 'Q13472')"
"('O76064', 'P19793')"
"('Q14005', 'P78508')"
"('Q96QB1', 'P63000')"
"('Q969T4', 'P36897')"
"('P06748', 'Q13547')"
"('Q9H0R8', 'Q9BZH6')"
"('P30530', 'O43639')"
"('P05013', 'P16471')"
"('P12109', 'P26006')"
"('P28222', 'Q9HAV0')"
"('Q9Y4K3', 'P17812')"
"('P31749', 'Q9UHD2')"
"('Q99558', 'Q00653')"
"('Q9Y490', 'P18564')"
"('P35228', 'P05412')"
"('Q96EZ8', 'P62312')"
"('Q15750', 'P34931')"
"('P35580', 'O43353')"
"('P61981', 'O95232')"
"('Q15797', 'Q8NCP5')"
"('Q9P035', 'P49662')"
"('O75832', 'Q9UL46')"
"('P62877', 'Q15370')"
"('P47897', 'Q9Y5J5')"
"('P18206', 'P60660')"
"('P50750', 'Q03111')"
"('Q86UK7', 'Q8TF46')"
"('Q08211', 'O75937')"
"('Q99750', 'Q96HA8')"
"('P49715', 'Q05195')"
"('P0CG04', 'P01876')"
"('O15131', 'Q96K83')"
"('Q02543', 'P42766')"
"('P68400', 'O14640')"
"('Q14416', 'Q9HAV0')"
"('Q8TEC5', 'O75800')"
"('Q6IAA8', 'P07384')"
"('Q13087', 'P62993')"
"('P63279', 'Q9H444')"
"('Q13155', 'Q9NUP1')"
"('P35222', 'O15169')"
"('P01243', 'Q00796')"
"('Q8NFH4', 'Q8WUM0')"
"('O43684', 'Q15428')"
"('Q8N2W9', 'P07196')"
"('P29474', 'P23634')"
"('Q13315', 'P15391')"
"('Q9UBN7', 'Q9BTT4')"
"('Q9UPP1', 'P51610')"
"('P23945', 'P36575')"
"('A6NF89', 'P38405')"
"('P62847', 'P25398')"
"('P01891', 'P04222')"
"('Q13200', 'Q13573')"
"('P00533', 'P13987')"
"('P43405', 'P15498')"
"('Q07889', 'Q8IV61')"
"('P29317', 'Q01970')"
"('Q9UI30', 'Q92900')"
"('Q13191', 'P21802')"
"('Q9ULB1', 'Q8N2Q7')"
"('Q13683', 'P60709')"
"('P19022', 'O60331')"
"('406938', 'P08603')"
"('P62891', 'P49207')"
"('Q8TD84', 'Q8TDG2')"
"('Q92830', 'Q9BRQ0')"
"('Q5THR3', 'P10275')"
"('Q02224', 'O95359')"
"('P04350', 'Q9P1Y5')"
"('P05783', 'P09913')"
"('P16070', 'Q13873')"
"('O14531', 'Q99963')"
"('Q14139', 'P51668')"
"('Q9GZT8', 'O43809')"
"('Q15147', 'Q9NPB6')"
"('Q9NRI5', 'P63104')"
"('Q07666', 'Q15796')"
"('P50993', 'P32418')"
"('Q9UBF6', 'Q96Q27')"
"('O60262', 'O00459')"
"('O00221', 'P07814')"
"('P30480', 'P15104')"
"('P54619', 'P35575')"
"('Q13177', 'P23526')"
"('P03915', 'P03923')"
"('P27986', 'P50570')"
"('P19012', 'Q6PKC3')"
"('P43487', 'Q9UKE5')"
"('P51124', 'P50453')"
"('O95477', 'O60941')"
"('O15534', 'O96017')"
"('P19438', 'P63000')"
"('P63027', 'O95292')"
"('P09651', 'P62993')"
"('Q13503', 'Q9BTT4')"
"('Q9UM73', 'Q9P0L2')"
"('Q13555', 'Q12968')"
"('P11171', 'P22234')"
"('P98170', 'Q9Y5V3')"
"('P01112', 'P42771')"
"('Q96KQ7', 'P98182')"
"('Q8NFZ5', 'Q6GQQ9')"
"('Q13555', 'P51828')"
"('P30939', 'P59768')"
"('P53602', 'Q13541')"
"('P37840', 'P51693')"
"('Q96B02', 'Q9BZR9')"
"('P06865', 'P46108')"
"('P06400', 'Q16576')"
"('Q9Y266', 'O60739')"
"('P35626', 'Q8NGW6')"
"('Q9Y600', 'P04083')"
"('Q15388', 'Q99689')"
"('Q13362', 'P32121')"
"('O75674', 'Q99759')"
"('P52735', 'Q9BXP5')"
"('P41220', 'Q9Y262')"
"('P62979', 'Q99942')"
"('P16615', 'Q15628')"
"('P49674', 'Q9NYF0')"
"('P11021', 'P09874')"
"('O95210', 'O95166')"
"('P19793', 'P24522')"
"('Q05923', 'O15264')"
"('P01106', 'P56182')"
"('P33778', 'O75367')"
"('P00846', 'P56134')"
"('P56524', 'O75367')"
"('Q9NRD5', 'Q96B18')"
"('O00629', 'Q00978')"
"('Q8WVD3', 'P62837')"
"('P04183', 'P05452')"
"('O43242', 'O75832')"
"('Q8NCM8', 'Q3ZCM7')"
"('P28482', 'Q9UNK4')"
"('Q8IZD9', 'Q07889')"
"('Q9BWN1', 'Q9P0V3')"
"('Q12906', 'P62993')"
"('Q9UHY8', 'Q96PY6')"
"('P42568', 'P51681')"
"('P15509', 'P29597')"
"('P41235', 'P13686')"
"('Q8IX12', 'P31943')"
"('Q96NX9', 'P23760')"
"('P10826', 'Q09472')"
"('Q16513', 'Q9H0R8')"
"('Q9Y5S8', 'Q13546')"
"('Q9Y297', 'P46937')"
"('Q9UKL0', 'Q92769')"
"('P01889', 'Q9Y5B9')"
"('Q92878', 'Q7LG56')"
"('O75896', 'Q86SQ4')"
"('P30825', 'Q15717')"
"('Q9UBN7', 'Q8TAM1')"
"('P63000', 'Q9Y6W5')"
"('P01857', 'P31994')"
"('Q96SN8', 'Q14CB8')"
"('O43677', 'P56556')"
"('P51946', 'P33993')"
"('Q15109', 'Q99836')"
"('Q04206', 'Q13489')"
"('P42285', 'O00471')"
"('Q92616', 'Q92956')"
"('Q86U86', 'P38398')"
"('Q15834', 'Q92530')"
"('O14807', 'Q92569')"
"('Q7Z3B3', 'Q12933')"
"('Q8N357', 'Q9NRX3')"
"('Q15910', 'Q9UHG3')"
"('P30153', 'P32121')"
"('P11215', 'P35354')"
"('P05000', 'P01589')"
"('O43318', 'Q99558')"
"('Q99436', 'P20618')"
"('Q8N5V2', 'P61586')"
"('P02775', 'P51684')"
"('O43318', 'O75663')"
"('O15360', 'P51531')"
"('Q969D9', 'Q01344')"
"('Q16254', 'Q14188')"
"('Q99572', 'P62993')"
"('Q9UPT6', 'P41182')"
"('P62266', 'P42677')"
"('Q9NVW2', 'Q9Y2X8')"
"('Q9Y572', 'Q9Y6U3')"
"('P35326', 'P00519')"
"('Q9Y230', 'Q13315')"
"('P11802', 'O75182')"
"('P62906', 'P46777')"
"('Q8IVF5', 'P08134')"
"('Q8NGK4', 'P38405')"
"('P16220', 'Q7Z3K3')"
"('P61326', 'P62633')"
"('O43809', 'P32322')"
"('Q8WXH5', 'Q6UXL0')"
"('Q13555', 'P29475')"
"('O15265', 'Q92830')"
"('P12956', 'P04053')"
"('P10275', 'P37088')"
"('Q9UBK2', 'P42704')"
"('Q6DD88', 'P63104')"
"('P20591', 'Q13507')"
"('P28221', 'Q9P2W3')"
"('P42224', 'Q04206')"
"('Q13976', 'Q13873')"
"('P10636', 'P0CG48')"
"('P13727', 'P17947')"
"('Q15102', 'P68371')"
"('Q9H7E9', 'Q71U36')"
"('P09619', 'Q9BQ66')"
"('Q13309', 'Q12778')"
"('Q9GZP0', 'P11362')"
"('Q9BXS5', 'O75379')"
"('P61764', 'Q13501')"
"('Q9P126', 'P43405')"
"('O75940', 'Q9HC36')"
"('Q9UBP8', 'P12980')"
"('Q12888', 'P15927')"
"('Q12840', 'P48058')"
"('O43281', 'Q05397')"
"('P08572', 'P12757')"
"('P60900', 'P11171')"
"('Q9Y3T9', 'Q9HAW0')"
"('O76071', 'Q16795')"
"('P01911', 'P01850')"
"('P01876', 'P49221')"
"('Q9UK08', 'Q8WYR1')"
"('P10070', 'Q2M1P5')"
"('P62834', 'P27986')"
"('P31751', 'Q13233')"
"('P01584', 'P01583')"
"('Q13547', 'Q06455')"
"('P09936', 'P0CG48')"
"('P43489', 'Q07011')"
"('Q8N6T7', 'Q99708')"
"('P23508', 'P15311')"
"('P06858', 'Q9Y383')"
"('P63096', 'O14610')"
"('P40189', 'P26992')"
"('P35222', 'P03956')"
"('P21802', 'P01112')"
"('Q53T94', 'P20226')"
"('P08069', 'P31946')"
"('Q8TAD8', 'Q09472')"
"('Q14790', 'Q13568')"
"('P07237', 'Q99689')"
"('Q9UET6', 'P28074')"
"('Q9Y3C5', 'P61077')"
"('Q00005', 'Q05639')"
"('Q13424', 'P49683')"
"('P17948', 'Q9H201')"
"('P06241', 'Q01362')"
"('Q9UPR3', 'P30154')"
"('P49768', 'P27635')"
"('Q13972', 'P01116')"
"('Q9NQT5', 'Q15024')"
"('O00459', 'Q96L33')"
"('P05412', 'P47712')"
"('Q8NAV1', 'Q01081')"
"('P62380', 'P11831')"
"('P42766', 'P62424')"
"('P04406', 'P54259')"
"('P19320', 'Q92569')"
"('Q9NWB1', 'P54253')"
"('Q9UBV8', 'Q15038')"
"('P61927', 'P83731')"
"('P14373', 'Q14164')"
"('P05113', 'P42229')"
"('Q75N90', 'P38936')"
"('P49407', 'O43298')"
"('P57086', 'P45983')"
"('Q8NEM0', 'Q15021')"
"('Q9HC29', 'P11473')"
"('Q9Y4K3', 'Q7L2H7')"
"('P18505', 'Q15111')"
"('Q9NRA0', 'Q13547')"
"('Q13485', 'Q9BXP8')"
"('P98082', 'P37173')"
"('P51148', 'Q9NPF4')"
"('P0C1H6', 'Q7L7L0')"
"('P10244', 'P47712')"
"('Q96RA2', 'P38405')"
"('P30086', 'P24941')"
"('P10412', 'P05114')"
"('P17542', 'O75081')"
"('Q15910', 'Q15022')"
"('P01106', 'P22794')"
"('P43405', 'O75015')"
"('P01375', 'P14921')"
"('Q14526', 'P15884')"
"('Q13573', 'Q9BPX3')"
"('P42830', 'P25024')"
"('Q8NHQ1', 'P10124')"
"('Q8N5U6', 'P62837')"
"('P58166', 'P61812')"
"('P00367', 'Q9Y4K3')"
"('P61619', 'Q99608')"
"('Q8N1C3', 'P60520')"
"('P49662', 'P53007')"
"('P32121', 'Q9NZP0')"
"('Q03135', 'P05556')"
"('P55268', 'P08514')"
"('P53779', 'P99999')"
"('O14493', 'Q9Y5I7')"
"('O60806', 'P22736')"
"('O95257', 'O95067')"
"('P05783', 'Q07889')"
"('P01241', 'Q16658')"
"('Q9NPJ8', 'Q9UBU9')"
"('P26022', 'P08603')"
"('P30504', 'P60900')"
"('P60228', 'Q99814')"
"('P13725', 'Q14627')"
"('Q9NRP7', 'P08151')"
"('Q01780', 'Q9UK80')"
"('Q5UIP0', 'Q8IX03')"
"('P50591', 'Q13568')"
"('Q9Y3D3', 'P40337')"
"('P42830', 'P51686')"
"('P36578', 'P62917')"
"('P52803', 'P22607')"
"('Q13315', 'Q13409')"
"('P05388', 'Q9Y6K9')"
"('P62993', 'O43390')"
"('P27482', 'Q8N5S9')"
"('Q02241', 'Q04917')"
"('Q12933', 'P34931')"
"('Q9Y6W5', 'P63261')"
"('P16066', 'P63092')"
"('Q05516', 'Q06455')"
"('P50150', 'Q96PN6')"
"('O15287', 'O96006')"
"('O60814', 'Q93077')"
"('Q9NS23', 'Q66K89')"
"('P21781', 'P02452')"
"('Q9NPB6', 'O14641')"
"('Q14469', 'P47928')"
"('P30511', 'O15533')"
"('Q04206', 'Q16663')"
"('Q92769', 'P16104')"
"('Q12933', 'Q9Y572')"
"('Q14204', 'Q13509')"
"('P43405', 'P24394')"
"('P33992', 'P42224')"
"('P42226', 'Q13287')"
"('P42677', 'P62273')"
"('Q15399', 'Q9H2U1')"
"('Q15645', 'Q9GZT8')"
"('Q13889', 'P19447')"
"('Q9NZ08', 'Q9Y6D5')"
"('P40818', 'O60861')"
"('P62256', 'Q96DV4')"
"('Q13191', 'P48357')"
"('O00533', 'O95251')"
"('Q5JR59', 'O00444')"
"('P07199', 'P20073')"
"('P46527', 'O14980')"
"('P55854', 'P42694')"
"('Q12913', 'P49023')"
"('Q96DU9', 'Q9UFF9')"
"('Q401N2', 'O00754')"
"('P09960', 'P01243')"
"('O15444', 'P51686')"
"('P22612', 'P32418')"
"('Q14197', 'Q9BYD2')"
"('Q13049', 'P54253')"
"('P13612', 'P57087')"
"('Q9HCU9', 'Q13547')"
"('Q99683', 'Q06124')"
"('P10276', 'O15379')"
"('Q9H4A4', 'O95405')"
"('P62829', 'Q15843')"
"('P01023', 'P43629')"
"('Q9HAU4', 'P68133')"
"('Q9BX63', 'Q92547')"
"('Q9Y4K3', 'Q01813')"
"('Q9Y448', 'Q16659')"
"('Q86UR5', 'P00519')"
"('P31939', 'P78545')"
"('Q9Y2X8', 'Q6Q0C0')"
"('Q99683', 'Q99759')"
"('Q6UN15', 'Q9C0J8')"
"('P32121', 'P58181')"
"('Q93079', 'Q93077')"
"('P08138', 'Q15628')"
"('P12544', 'P04150')"
"('P10275', 'P14921')"
"('P49841', 'P51668')"
"('Q13191', 'P42336')"
"('Q92585', 'Q04721')"
"('P51817', 'P16118')"
"('Q13263', 'P45973')"
"('Q15542', 'P84243')"
"('O00206', 'Q9NPH5')"
"('O14980', 'P46108')"
"('Q155Q3', 'P63000')"
"('Q13315', 'O75351')"
"('Q99732', 'P21964')"
"('O14618', 'Q02410')"
"('P55001', 'P35555')"
"('Q8NB91', 'A8MT69')"
"('Q15459', 'Q15428')"
"('Q9BT92', 'O95140')"
"('Q9P2H0', 'Q9BVJ7')"
"('Q96L91', 'Q96Q83')"
"('P27824', 'P55072')"
"('Q03135', 'Q05397')"
"('Q9Y478', 'P15170')"
"('Q9H9S3', 'P13569')"
"('P47897', 'P49841')"
"('P24522', 'Q9UHY1')"
"('Q09472', 'P17844')"
"('P62987', 'Q02878')"
"('P01859', 'Q15853')"
"('Q13467', 'Q9ULW2')"
"('P51784', 'O00257')"
"('Q15011', 'O14732')"
"('P63208', 'Q9UKC9')"
"('Q9UBD5', 'Q13416')"
"('O95433', 'P30793')"
"('Q8WVD3', 'P57723')"
"('P34947', 'P07550')"
"('P60520', 'Q14257')"
"('Q9H469', 'P63208')"
"('Q96RT1', 'O95405')"
"('P30480', 'P61019')"
"('P28335', 'P30679')"
"('Q9UKJ5', 'Q15717')"
"('Q16254', 'P50579')"
"('O43318', 'Q16659')"
"('P08123', 'P26012')"
"('P02679', 'P04196')"
"('P46108', 'Q9NPY3')"
"('P32121', 'Q96R27')"
"('Q96A00', 'Q15139')"
"('P00533', 'Q04695')"
"('P01116', 'O00329')"
"('O43741', 'P35575')"
"('P07199', 'P49454')"
"('P62633', 'P84090')"
"('P12956', 'Q9Y6B2')"
"('Q7Z434', 'Q9UHD2')"
"('Q14141', 'P04183')"
"('P19174', 'P55157')"
"('Q13042', 'Q99459')"
"('O14561', 'P03897')"
"('P15090', 'Q93063')"
"('P53778', 'P53539')"
"('P27986', 'Q96RL7')"
"('O43913', 'Q99459')"
"('P63000', 'P52565')"
"('P48552', 'Q8NHQ1')"
"('Q9BUB5', 'P78527')"
"('P35609', 'P08648')"
"('Q16849', 'O75052')"
"('Q9UQM7', 'P01111')"
"('P05412', 'Q92793')"
"('P63167', 'Q9UKY1')"
"('O00231', 'Q9H7U1')"
"('P62258', 'P49815')"
"('Q5T5U3', 'Q96L33')"
"('Q8TEY5', 'P15336')"
"('P25791', 'Q15555')"
"('Q8NHH9', 'P63104')"
"('P08047', 'P53007')"
"('P46940', 'P00533')"
"('Q9UL33', 'Q15063')"
"('P17096', 'P23511')"
"('Q6P2C8', 'P10827')"
"('Q8WXE1', 'P33993')"
"('Q5T5X7', 'P63165')"
"('Q8WWI1', 'P12814')"
"('P17480', 'Q9NYV6')"
"('Q9Y2X8', 'Q96EP1')"
"('P16471', 'P01243')"
"('P62195', 'Q9C000')"
"('Q07817', 'Q9NP97')"
"('Q8IWF7', 'O00303')"
"('Q99871', 'Q99459')"
"('P17544', 'P19838')"
"('P59768', 'Q8WYR1')"
"('Q07507', 'P46379')"
"('P42226', 'P06734')"
"('P20823', 'Q9Y5W7')"
"('P62993', 'Q9BWF2')"
"('O14830', 'P62158')"
"('Q53H12', 'Q9HCK5')"
"('P37173', 'P67775')"
"('Q9H492', 'Q9NS87')"
"('Q8N5V2', 'Q9H7E9')"
"('P62158', 'P01116')"
"('P27361', 'Q9BX93')"
"('P01106', 'P04049')"
"('O00329', 'P00533')"
"('P24468', 'P10588')"
"('P23588', 'Q9UM73')"
"('O00471', 'P11233')"
"('Q9NWZ3', 'Q9NYJ8')"
"('P10071', 'Q15915')"
"('P68363', 'Q92974')"
"('Q13247', 'P27348')"
"('P41227', 'P63279')"
"('Q09472', 'P05114')"
"('Q13426', 'Q8IW19')"
"('P24593', 'P05121')"
"('Q96B01', 'Q06609')"
"('Q14204', 'Q9BUV8')"
"('P62249', 'P40337')"
"('Q99759', 'P21333')"
"('Q6UB35', 'Q15008')"
"('P01106', 'O94906')"
"('O14640', 'Q7Z628')"
"('P06241', 'P35968')"
"('P52756', 'P38159')"
"('Q7Z3B4', 'P37198')"
"('Q9BZK3', 'Q9NSA3')"
"('Q13485', 'P10275')"
"('Q14451', 'Q9UMN6')"
"('Q9BRR9', 'Q9UM73')"
"('Q9P2H0', 'O75569')"
"('Q9UGI9', 'Q9Y478')"
"('Q14566', 'P33991')"
"('Q14644', 'P62070')"
"('Q9HCS7', 'P36954')"
"('P62993', 'O60721')"
"('O95163', 'P62195')"
"('P12956', 'P55769')"
"('O00233', 'P62195')"
"('O95831', 'Q9NX70')"
"('P98171', 'P15153')"
"('Q14186', 'O14543')"
"('Q13546', 'Q9Y5S2')"
"('P51692', 'P46109')"
"('O43318', 'P25963')"
"('Q12840', 'Q13526')"
"('Q9NYG5', 'Q5VVX9')"
"('P48443', 'Q9Y6Q9')"
"('Q16690', 'P53778')"
"('P17096', 'P15336')"
"('Q13535', 'Q14980')"
"('P08138', 'O43353')"
"('P49841', 'Q15796')"
"('P62873', 'P35626')"
"('P23510', 'P43489')"
"('P01106', 'Q8N883')"
"('Q7Z4Q2', 'O75365')"
"('Q9H1R3', 'Q01449')"
"('P61247', 'P08865')"
"('Q9Y376', 'Q13131')"
"('Q14197', 'Q8NC60')"
"('P41145', 'O95166')"
"('Q93077', 'Q9BY41')"
"('P08123', 'P17301')"
"('O15111', 'P68431')"
"('O14641', 'P63000')"
"('Q96IZ7', 'Q9Y333')"
"('P06756', 'P05106')"
"('Q7L7L0', 'Q7Z2G1')"
"('Q14152', 'O15371')"
"('P30559', 'Q8IZS8')"
"('P19438', 'Q9UKB1')"
"('P46781', 'P35544')"
"('P46531', 'Q96JK9')"
"('P53779', 'Q9Y4H2')"
"('Q92614', 'Q9H4A6')"
"('Q96DU7', 'Q8TD86')"
"('O00329', 'P31749')"
"('P62333', 'Q8TAB5')"
"('P54253', 'O43251')"
"('Q9ULA0', 'Q8IXH7')"
"('Q13573', 'P61964')"
"('Q9NRX4', 'O15554')"
"('Q9Y5P8', 'O00305')"
"('Q15843', 'Q9Y5V3')"
"('P11532', 'Q99683')"
"('Q15653', 'P11021')"
"('P27348', 'O15530')"
"('P23458', 'P58753')"
"('Q8N474', 'O00744')"
"('P62333', 'P43686')"
"('P52756', 'O95400')"
"('Q07889', 'P23229')"
"('Q9UPQ9', 'Q9HCK5')"
"('Q14624', 'P62993')"
"('P19174', 'Q13087')"
"('Q5SRE5', 'P49790')"
"('Q9BV47', 'Q9UNF1')"
"('P20248', 'Q13309')"
"('Q7Z6B7', 'P60953')"
"('P18146', 'P55318')"
"('O95602', 'Q5UIP0')"
"('O00483', 'P03901')"
"('Q8TEM1', 'Q96EE3')"
"('P27986', 'P20273')"
"('Q7L5N1', 'Q9BWC9')"
"('P01857', 'P02647')"
"('Q66LE6', 'Q9GZV5')"
"('P51114', 'Q5T3J3')"
"('Q13619', 'Q9GZS3')"
"('O60563', 'O15350')"
"('P49768', 'O00548')"
"('P63173', 'P42766')"
"('Q9NQU5', 'P53671')"
"('P27695', 'P18887')"
"('P52272', 'O95816')"
"('O15442', 'Q9NRI5')"
"('Q9BW27', 'P35658')"
"('P62993', 'Q92614')"
"('Q96SB8', 'Q9UM73')"
"('P13232', 'P15509')"
"('P63104', 'P08107')"
"('Q6IBS0', 'O43315')"
"('Q15366', 'Q14683')"
"('Q15365', 'Q5SZQ8')"
"('P25787', 'P25786')"
"('P84022', 'Q9UIS9')"
"('Q96RN5', 'P36542')"
"('P13010', 'P52294')"
"('P51617', 'Q06187')"
"('P40424', 'Q96AQ6')"
"('P29350', 'Q14626')"
"('P21675', 'Q16695')"
"('Q86TJ2', 'Q9H0E3')"
"('Q9Y3U8', 'O94817')"
"('Q15173', 'P62714')"
"('Q02543', 'P62945')"
"('Q16531', 'Q58WW2')"
"('O43677', 'P03901')"
"('Q9HCK5', 'P42766')"
"('P17948', 'Q9NR46')"
"('P00749', 'P00750')"
"('Q8TBK6', 'Q7Z7J5')"
